step,scenario_id,ppl,diversity,alive,culled,byzantine,converged,energy_cost,fpga_lut,fpga_bram,fpga_cost_norm,seed_rate,kill_rate,ntp_weight,jepa_weight,nca_weight,quantum_superposition,quantum_coherence,quantum_interference,quantum_collapse_prob
56,S5,19.185,0.946,65,0,0,1,1710000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
57,S5,19.029,0.941,64,0,0,1,1740000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
58,S5,18.949,0.941,63,0,0,1,1770000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
59,S5,18.633,0.946,63,0,0,1,1800000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
60,S5,18.946,0.946,62,0,0,1,1830000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
61,S5,18.883,0.946,62,0,0,1,1860000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
62,S5,18.378,0.946,62,0,0,1,1890000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
63,S5,18.737,0.946,62,0,0,1,1920000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
64,S5,18.578,0.946,62,0,0,1,1950000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
65,S5,18.390,0.946,62,0,0,1,1980000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
66,S5,18.286,0.951,62,0,0,1,2010000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
67,S5,18.356,0.946,61,0,0,1,2040000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
68,S5,18.079,0.935,60,0,0,1,2070000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
69,S5,18.253,0.935,58,0,0,1,2100000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
70,S5,17.857,0.941,58,0,0,1,2130000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
71,S5,18.044,0.941,57,0,0,1,2160000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
72,S5,17.763,0.946,57,0,0,1,2190000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
73,S5,18.046,0.952,56,0,0,1,2220000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
74,S5,18.063,0.952,55,0,0,1,2250000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
75,S5,18.043,0.952,55,0,0,1,2280000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
76,S5,17.898,0.946,55,0,0,1,2310000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
77,S5,17.444,0.952,54,0,0,1,2340000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
78,S5,17.707,0.963,53,0,0,1,2370000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
79,S5,17.808,0.963,51,0,0,1,2400000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
80,S5,17.876,0.963,51,0,0,1,2430000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
81,S5,17.726,0.963,51,0,0,1,2460000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
82,S5,17.545,0.957,51,0,0,1,2490000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
83,S5,17.497,0.963,50,0,0,1,2520000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
84,S5,17.401,0.955,49,0,0,1,2550000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
85,S5,15.591,0.676,99,0,0,1,2580000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
86,S5,15.493,0.671,98,0,0,1,2610000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
87,S5,15.372,0.659,95,0,0,1,2640000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
88,S5,15.489,0.659,94,0,0,1,2670000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
89,S5,15.307,0.651,94,0,0,1,2700000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
90,S5,15.253,0.651,92,0,0,1,2730000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
91,S5,15.291,0.660,92,0,0,1,2760000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
92,S5,15.287,0.660,90,0,0,1,2790000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
93,S5,15.305,0.660,90,0,0,1,2820000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
94,S5,15.262,0.664,90,0,0,1,2850000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
95,S5,15.261,0.664,89,0,0,1,2880000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
96,S5,15.228,0.664,89,0,0,1,2910000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
97,S5,15.115,0.664,89,0,0,1,2940000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
98,S5,15.049,0.669,89,0,0,1,2970000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
99,S5,15.060,0.669,88,0,0,1,3000000.00,25000,110,0.500,0.100,400.0,0.50,0.25,0.25,0.000,0.000,0.000,0.000
0,S6,659.588,0.998,100,0,0,1,30000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
1,S6,64.193,0.998,97,0,0,1,60000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
2,S6,51.711,0.998,97,0,0,1,90000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
3,S6,45.637,0.998,97,0,0,1,120000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
4,S6,41.684,0.998,97,0,0,1,150000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
5,S6,39.339,0.998,97,0,0,1,180000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
6,S6,36.786,0.998,96,0,0,1,210000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
7,S6,35.726,0.998,95,0,0,1,240000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
8,S6,34.225,0.999,95,0,0,1,270000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
9,S6,32.802,0.999,94,0,0,1,300000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
10,S6,32.147,0.999,93,0,0,1,330000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
11,S6,31.590,0.999,93,0,0,1,360000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
12,S6,30.699,0.999,93,0,0,1,390000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
13,S6,29.745,0.999,93,0,0,1,420000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
14,S6,29.177,0.999,93,0,0,1,450000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
15,S6,28.909,0.999,92,0,0,1,480000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
16,S6,28.306,0.999,92,0,0,1,510000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
17,S6,27.935,1.000,92,0,0,1,540000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
18,S6,27.324,1.000,91,0,0,1,570000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
19,S6,27.085,1.000,91,0,0,1,600000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
20,S6,26.561,1.000,91,0,0,1,630000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
21,S6,26.048,1.000,91,0,0,1,660000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
22,S6,25.924,1.000,91,0,0,1,690000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
23,S6,25.477,0.999,91,0,0,1,720000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
24,S6,25.551,0.999,88,0,0,1,750000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
25,S6,25.306,0.999,88,0,0,1,780000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
26,S6,24.931,0.999,88,0,0,1,810000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
27,S6,24.868,0.999,88,0,0,1,840000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
28,S6,24.593,0.999,88,0,0,1,870000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
29,S6,24.438,0.999,87,0,0,1,900000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
30,S6,24.020,0.999,86,0,0,1,930000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
31,S6,24.023,0.999,85,0,0,1,960000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
32,S6,23.748,0.999,85,0,0,1,990000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
33,S6,23.514,0.999,83,0,0,1,1020000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
34,S6,23.336,0.999,83,0,0,1,1050000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
35,S6,23.235,0.999,82,0,0,1,1080000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
36,S6,23.017,0.999,82,0,0,1,1110000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
37,S6,22.797,0.998,82,0,0,1,1140000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
38,S6,22.580,0.999,81,0,0,1,1170000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
39,S6,22.324,0.999,79,0,0,1,1200000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
40,S6,22.266,0.999,77,0,0,1,1230000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
41,S6,22.147,0.998,76,0,0,1,1260000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
42,S6,22.192,0.998,75,0,0,1,1290000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
43,S6,21.973,0.999,75,0,0,1,1320000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
44,S6,21.984,0.999,74,0,0,1,1350000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
45,S6,21.780,0.999,74,0,0,1,1380000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
46,S6,21.757,0.999,73,0,0,1,1410000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
47,S6,21.638,0.999,73,0,0,1,1440000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
48,S6,21.327,0.999,73,0,0,1,1470000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
49,S6,21.270,0.999,72,0,0,1,1500000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
50,S6,21.331,0.999,72,0,0,1,1530000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
51,S6,21.139,0.999,72,0,0,1,1560000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
52,S6,21.123,0.999,72,0,0,1,1590000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
53,S6,20.827,1.000,72,0,0,1,1620000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
54,S6,20.739,1.000,71,0,0,1,1650000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
55,S6,20.676,1.000,71,0,0,1,1680000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
56,S6,20.551,1.000,71,0,0,1,1710000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
57,S6,20.519,1.000,71,0,0,1,1740000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
58,S6,20.515,1.000,71,0,0,1,1770000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
59,S6,20.270,1.000,71,0,0,1,1800000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
60,S6,20.263,1.000,71,0,0,1,1830000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
61,S6,20.162,0.998,71,0,0,1,1860000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
62,S6,20.225,0.999,69,0,0,1,1890000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
63,S6,20.014,0.997,68,0,0,1,1920000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
64,S6,20.040,0.997,67,0,0,1,1950000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
65,S6,20.077,0.997,66,0,0,1,1980000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
66,S6,20.044,0.997,66,0,0,1,2010000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
67,S6,19.762,0.998,66,0,0,1,2040000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
68,S6,19.539,0.999,65,0,0,1,2070000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
69,S6,19.589,0.999,64,0,0,1,2100000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
70,S6,19.591,0.999,64,0,0,1,2130000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
71,S6,19.319,0.999,64,0,0,1,2160000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
72,S6,19.536,0.999,64,0,0,1,2190000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
73,S6,19.263,0.998,63,0,0,1,2220000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
74,S6,19.392,0.998,62,0,0,1,2250000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
75,S6,19.023,0.998,61,0,0,1,2280000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
76,S6,18.908,0.998,61,0,0,1,2310000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
77,S6,18.740,0.998,61,0,0,1,2340000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
78,S6,18.911,0.998,61,0,0,1,2370000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
79,S6,18.847,0.998,61,0,0,1,2400000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
80,S6,18.858,0.998,61,0,0,1,2430000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
81,S6,18.937,0.998,61,0,0,1,2460000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
82,S6,18.696,0.998,61,0,0,1,2490000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
83,S6,18.769,0.998,61,0,0,1,2520000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
84,S6,18.745,0.998,61,0,0,1,2550000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
85,S6,18.689,0.999,61,0,0,1,2580000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
86,S6,18.407,0.999,60,0,0,1,2610000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
87,S6,18.451,0.999,59,0,0,1,2640000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
88,S6,18.161,0.999,59,0,0,1,2670000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
89,S6,18.388,1.000,59,0,0,1,2700000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
90,S6,18.029,1.000,58,0,0,1,2730000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
91,S6,18.268,1.000,58,0,0,1,2760000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
92,S6,18.146,1.000,58,0,0,1,2790000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
93,S6,18.174,1.000,58,0,0,1,2820000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
94,S6,18.264,1.000,58,0,0,1,2850000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
95,S6,17.896,1.000,58,0,0,1,2880000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
96,S6,17.736,1.000,58,0,0,1,2910000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
97,S6,17.843,1.000,56,0,0,1,2940000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
98,S6,17.998,1.000,56,0,0,1,2970000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
99,S6,17.992,1.000,56,0,0,1,3000000.00,16000,85,0.460,0.050,400.0,0.35,0.35,0.30,0.000,0.000,0.000,0.000
0,S7,643.870,0.965,150,0,0,1,30000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
1,S7,62.731,0.965,150,0,0,1,60000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
2,S7,50.482,0.965,150,0,0,1,90000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
3,S7,44.580,0.965,150,0,0,1,120000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
4,S7,40.872,0.965,150,0,0,1,150000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
5,S7,38.242,0.965,150,0,0,1,180000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
6,S7,36.241,0.965,150,0,0,1,210000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
7,S7,34.646,0.965,150,0,0,1,240000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
8,S7,33.332,0.965,150,0,0,1,270000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
9,S7,32.223,0.965,150,0,0,1,300000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
10,S7,31.269,0.965,150,0,0,1,330000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
11,S7,30.436,0.965,150,0,0,1,360000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
12,S7,29.699,0.965,150,0,0,1,390000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
13,S7,29.040,0.965,150,0,0,1,420000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
14,S7,28.447,0.965,150,0,0,1,450000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
15,S7,27.908,0.965,150,0,0,1,480000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
16,S7,27.416,0.965,150,0,0,1,510000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
17,S7,26.964,0.965,150,0,0,1,540000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
18,S7,26.546,0.965,150,0,0,1,570000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
19,S7,26.158,0.965,150,0,0,1,600000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
20,S7,25.797,0.965,150,0,0,1,630000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
21,S7,25.460,0.965,150,0,0,1,660000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
22,S7,25.144,0.965,150,0,0,1,690000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
23,S7,24.846,0.965,150,0,0,1,720000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
24,S7,24.566,0.965,150,0,0,1,750000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
25,S7,24.300,0.965,150,0,0,1,780000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
26,S7,24.049,0.965,150,0,0,1,810000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
27,S7,23.810,0.965,150,0,0,1,840000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
28,S7,23.584,0.965,150,0,0,1,870000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
29,S7,23.367,0.965,150,0,0,1,900000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
30,S7,23.161,0.965,150,0,0,1,930000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
31,S7,22.964,0.965,150,0,0,1,960000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
32,S7,22.775,0.965,150,0,0,1,990000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
33,S7,22.594,0.965,150,0,0,1,1020000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
34,S7,22.420,0.965,150,0,0,1,1050000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
35,S7,22.253,0.965,150,0,0,1,1080000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
36,S7,22.092,0.965,150,0,0,1,1110000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
37,S7,21.937,0.965,150,0,0,1,1140000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
38,S7,21.788,0.965,150,0,0,1,1170000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
39,S7,21.644,0.965,150,0,0,1,1200000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
40,S7,21.505,0.965,150,0,0,1,1230000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
41,S7,21.370,0.965,150,0,0,1,1260000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
42,S7,21.240,0.965,150,0,0,1,1290000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
43,S7,21.114,0.965,150,0,0,1,1320000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
44,S7,20.992,0.965,150,0,0,1,1350000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
45,S7,20.873,0.965,150,0,0,1,1380000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
46,S7,20.758,0.965,150,0,0,1,1410000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
47,S7,20.647,0.965,150,0,0,1,1440000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
48,S7,20.538,0.965,150,0,0,1,1470000.00,15000,60,0.270,0.030,400.0,0.25,0.25,0.25,0.000,0.000,0.000,0.000
