step,scenario_id,ppl,diversity,alive,culled,byzantine,converged,energy_cost,fpga_lut,fpga_bram,fpga_cost_norm,seed_rate,kill_rate,ntp_weight,jepa_weight,nca_weight,quantum_superposition,quantum_coherence,quantum_interference,quantum_collapse_prob
88,S15,15.844,0.730,100,0,0,1,3560000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
89,S15,15.802,0.730,100,0,0,1,3600000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
90,S15,15.761,0.730,100,0,0,1,3640000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
91,S15,15.720,0.730,100,0,0,1,3680000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
92,S15,15.680,0.730,100,0,0,1,3720000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
93,S15,15.641,0.730,100,0,0,1,3760000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
94,S15,15.602,0.730,100,0,0,1,3800000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
95,S15,15.564,0.730,100,0,0,1,3840000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
96,S15,15.526,0.730,100,0,0,1,3880000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
97,S15,15.489,0.730,100,0,0,1,3920000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
98,S15,15.452,0.730,100,0,0,1,3960000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
99,S15,15.416,0.730,100,0,0,1,4000000.00,18000,100,0.300,0.020,400.0,0.70,0.20,0.10,0.722,0.000,0.715,0.278
0,S16,625.705,1.000,200,0,0,1,80000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
1,S16,60.962,1.000,200,0,0,1,160000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
2,S16,49.058,1.000,200,0,0,1,240000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
3,S16,43.322,1.000,200,0,0,1,320000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
4,S16,39.719,1.000,200,0,0,1,400000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
5,S16,37.164,1.000,200,0,0,1,480000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
6,S16,35.219,1.000,200,0,0,1,560000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
7,S16,33.669,1.000,200,0,0,1,640000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
8,S16,32.392,1.000,200,0,0,1,720000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
9,S16,31.314,1.000,200,0,0,1,800000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
10,S16,30.387,1.000,200,0,0,1,880000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
11,S16,29.577,1.000,200,0,0,1,960000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
12,S16,28.861,1.000,200,0,0,1,1040000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
13,S16,28.221,1.000,200,0,0,1,1120000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
14,S16,27.645,1.000,200,0,0,1,1200000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
15,S16,27.121,1.000,200,0,0,1,1280000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
16,S16,26.643,1.000,200,0,0,1,1360000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
17,S16,26.203,1.000,200,0,0,1,1440000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
18,S16,25.797,1.000,200,0,0,1,1520000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
19,S16,25.420,1.000,200,0,0,1,1600000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
20,S16,25.070,1.000,200,0,0,1,1680000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
21,S16,24.742,1.000,200,0,0,1,1760000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
22,S16,24.434,1.000,200,0,0,1,1840000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
23,S16,24.145,1.000,200,0,0,1,1920000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
24,S16,23.872,1.000,200,0,0,1,2000000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
25,S16,23.615,1.000,200,0,0,1,2080000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
26,S16,23.371,1.000,200,0,0,1,2160000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
27,S16,23.139,1.000,200,0,0,1,2240000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
28,S16,22.918,1.000,200,0,0,1,2320000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
29,S16,22.708,1.000,200,0,0,1,2400000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
30,S16,22.508,1.000,200,0,0,1,2480000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
31,S16,22.316,1.000,200,0,0,1,2560000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
32,S16,22.132,1.000,200,0,0,1,2640000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
33,S16,21.956,1.000,200,0,0,1,2720000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
34,S16,21.787,1.000,200,0,0,1,2800000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
35,S16,21.625,1.000,200,0,0,1,2880000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
36,S16,21.469,1.000,200,0,0,1,2960000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
37,S16,21.318,1.000,200,0,0,1,3040000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
38,S16,21.173,1.000,200,0,0,1,3120000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
39,S16,21.033,1.000,200,0,0,1,3200000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
40,S16,20.898,1.000,200,0,0,1,3280000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
41,S16,20.767,1.000,200,0,0,1,3360000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
42,S16,20.641,1.000,200,0,0,1,3440000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
43,S16,20.518,1.000,200,0,0,1,3520000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
44,S16,20.399,1.000,200,0,0,1,3600000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
45,S16,20.284,1.000,200,0,0,1,3680000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
46,S16,20.173,1.000,200,0,0,1,3760000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
47,S16,20.064,1.000,200,0,0,1,3840000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
48,S16,19.959,1.000,200,0,0,1,3920000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
49,S16,19.856,1.000,200,0,0,1,4000000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
50,S16,19.756,1.000,200,0,0,1,4080000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
51,S16,19.659,1.000,200,0,0,1,4160000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
52,S16,19.565,1.000,200,0,0,1,4240000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
53,S16,19.473,1.000,200,0,0,1,4320000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
54,S16,19.383,1.000,200,0,0,1,4400000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
55,S16,19.295,1.000,200,0,0,1,4480000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
56,S16,19.210,1.000,200,0,0,1,4560000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
57,S16,19.127,1.000,200,0,0,1,4640000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
58,S16,19.045,1.000,200,0,0,1,4720000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
59,S16,18.966,1.000,200,0,0,1,4800000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
60,S16,18.888,1.000,200,0,0,1,4880000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
61,S16,18.812,1.000,200,0,0,1,4960000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
62,S16,18.737,1.000,200,0,0,1,5040000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
63,S16,18.665,1.000,200,0,0,1,5120000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
64,S16,18.593,1.000,200,0,0,1,5200000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
65,S16,18.524,1.000,200,0,0,1,5280000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
66,S16,18.455,1.000,200,0,0,1,5360000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
67,S16,18.388,1.000,200,0,0,1,5440000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
68,S16,18.323,1.000,200,0,0,1,5520000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
69,S16,18.258,1.000,200,0,0,1,5600000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
70,S16,18.195,1.000,200,0,0,1,5680000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
71,S16,18.133,1.000,200,0,0,1,5760000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
72,S16,18.073,1.000,200,0,0,1,5840000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
73,S16,18.013,1.000,200,0,0,1,5920000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
74,S16,17.955,1.000,200,0,0,1,6000000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
75,S16,17.897,1.000,200,0,0,1,6080000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
76,S16,17.841,1.000,200,0,0,1,6160000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
77,S16,17.785,1.000,200,0,0,1,6240000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
78,S16,17.731,1.000,200,0,0,1,6320000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
79,S16,17.678,1.000,200,0,0,1,6400000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
80,S16,17.625,1.000,200,0,0,1,6480000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
81,S16,17.573,1.000,200,0,0,1,6560000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
82,S16,17.522,1.000,200,0,0,1,6640000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
83,S16,17.472,1.000,200,0,0,1,6720000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
84,S16,17.423,1.000,200,0,0,1,6800000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
85,S16,17.375,1.000,200,0,0,1,6880000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
86,S16,17.327,1.000,200,0,0,1,6960000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
87,S16,17.280,1.000,200,0,0,1,7040000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
88,S16,17.234,1.000,200,0,0,1,7120000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
89,S16,17.188,1.000,200,0,0,1,7200000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
90,S16,17.144,1.000,200,0,0,1,7280000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
91,S16,17.099,1.000,200,0,0,1,7360000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
92,S16,17.056,1.000,200,0,0,1,7440000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
93,S16,17.013,1.000,200,0,0,1,7520000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
94,S16,16.971,1.000,200,0,0,1,7600000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
95,S16,16.929,1.000,200,0,0,1,7680000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
96,S16,16.888,1.000,200,0,0,1,7760000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
97,S16,16.847,1.000,200,0,0,1,7840000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
98,S16,16.808,1.000,200,0,0,1,7920000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
99,S16,16.768,1.000,200,0,0,1,8000000.00,20000,200,0.400,0.000,400.0,0.20,0.20,0.20,1.000,0.000,1.000,0.000
0,S17,625.704,0.937,80,0,0,1,24000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
1,S17,60.962,0.937,80,0,0,1,48000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
2,S17,49.058,0.937,80,0,0,1,72000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
3,S17,43.322,0.937,80,0,0,1,96000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
4,S17,39.719,0.937,80,0,0,1,120000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
5,S17,37.164,0.937,80,0,0,1,144000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
6,S17,35.219,0.937,80,0,0,1,168000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
7,S17,33.669,0.937,80,0,0,1,192000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
8,S17,32.392,0.937,80,0,0,1,216000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
9,S17,31.314,0.937,80,0,0,1,240000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
10,S17,30.387,0.937,80,0,0,1,264000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
11,S17,29.577,0.937,80,0,0,1,288000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
12,S17,28.861,0.937,80,0,0,1,312000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
13,S17,28.221,0.937,80,0,0,1,336000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
14,S17,27.645,0.937,80,0,0,1,360000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
15,S17,27.121,0.937,80,0,0,1,384000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
16,S17,26.643,0.937,80,0,0,1,408000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
17,S17,26.203,0.937,80,0,0,1,432000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
18,S17,25.797,0.937,80,0,0,1,456000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
19,S17,25.420,0.937,80,0,0,1,480000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
20,S17,25.070,0.937,80,0,0,1,504000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
21,S17,24.742,0.937,80,0,0,1,528000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
22,S17,24.434,0.937,80,0,0,1,552000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
23,S17,24.145,0.937,80,0,0,1,576000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
24,S17,23.872,0.937,80,0,0,1,600000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
25,S17,23.615,0.937,80,0,0,1,624000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
26,S17,23.371,0.937,80,0,0,1,648000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
27,S17,23.139,0.937,80,0,0,1,672000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
28,S17,22.918,0.937,80,0,0,1,696000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
29,S17,22.708,0.937,80,0,0,1,720000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
30,S17,22.507,0.937,80,0,0,1,744000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
31,S17,22.316,0.937,80,0,0,1,768000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
32,S17,22.132,0.937,80,0,0,1,792000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
33,S17,21.956,0.937,80,0,0,1,816000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
34,S17,21.787,0.937,80,0,0,1,840000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
35,S17,21.625,0.937,80,0,0,1,864000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
36,S17,21.469,0.937,80,0,0,1,888000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
37,S17,21.318,0.937,80,0,0,1,912000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
38,S17,21.173,0.937,80,0,0,1,936000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
39,S17,21.033,0.937,80,0,0,1,960000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
40,S17,20.898,0.937,80,0,0,1,984000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
41,S17,20.767,0.937,80,0,0,1,1008000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
42,S17,20.641,0.937,80,0,0,1,1032000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
43,S17,20.518,0.937,80,0,0,1,1056000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
44,S17,20.399,0.937,80,0,0,1,1080000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
45,S17,20.284,0.937,80,0,0,1,1104000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
46,S17,20.173,0.937,80,0,0,1,1128000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
47,S17,20.064,0.937,80,0,0,1,1152000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
48,S17,19.959,0.937,80,0,0,1,1176000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
49,S17,19.856,0.937,80,0,0,1,1200000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
50,S17,19.756,0.937,80,0,0,1,1224000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
51,S17,19.659,0.937,80,0,0,1,1248000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
52,S17,19.565,0.937,80,0,0,1,1272000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
53,S17,19.473,0.937,80,0,0,1,1296000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
54,S17,19.383,0.937,80,0,0,1,1320000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
55,S17,19.295,0.937,80,0,0,1,1344000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
56,S17,19.210,0.937,80,0,0,1,1368000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
57,S17,19.127,0.937,80,0,0,1,1392000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
58,S17,19.045,0.937,80,0,0,1,1416000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
59,S17,18.966,0.937,80,0,0,1,1440000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
60,S17,18.888,0.937,80,0,0,1,1464000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
61,S17,18.812,0.937,80,0,0,1,1488000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
62,S17,18.737,0.937,80,0,0,1,1512000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
63,S17,18.665,0.937,80,0,0,1,1536000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
64,S17,18.593,0.937,80,0,0,1,1560000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
65,S17,18.524,0.937,80,0,0,1,1584000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
66,S17,18.455,0.937,80,0,0,1,1608000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
67,S17,18.388,0.937,80,0,0,1,1632000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
68,S17,18.323,0.937,80,0,0,1,1656000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
69,S17,18.258,0.937,80,0,0,1,1680000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
70,S17,18.195,0.937,80,0,0,1,1704000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
71,S17,18.133,0.937,80,0,0,1,1728000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
72,S17,18.073,0.937,80,0,0,1,1752000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
73,S17,18.013,0.937,80,0,0,1,1776000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
74,S17,17.955,0.937,80,0,0,1,1800000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
75,S17,17.897,0.937,80,0,0,1,1824000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
76,S17,17.841,0.937,80,0,0,1,1848000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
77,S17,17.785,0.937,80,0,0,1,1872000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
78,S17,17.731,0.937,80,0,0,1,1896000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
79,S17,17.678,0.937,80,0,0,1,1920000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
80,S17,17.625,0.937,80,0,0,1,1944000.00,15000,90,0.250,0.000,400.0,0.50,0.30,0.20,0.937,0.000,0.937,0.063
