# gf_decode vectors: gf10  N=10 E=3 M=6 BIAS=3
# format: <gf_in hex, 3 digits> <fp32_expected hex, 8 digits>
000 00000000
001 3b800000
002 3c000000
003 3c400000
004 3c800000
005 3ca00000
006 3cc00000
007 3ce00000
008 3d000000
009 3d100000
00a 3d200000
00b 3d300000
00c 3d400000
00d 3d500000
00e 3d600000
00f 3d700000
010 3d800000
011 3d880000
012 3d900000
013 3d980000
014 3da00000
015 3da80000
016 3db00000
017 3db80000
018 3dc00000
019 3dc80000
01a 3dd00000
01b 3dd80000
01c 3de00000
01d 3de80000
01e 3df00000
01f 3df80000
020 3e000000
021 3e040000
022 3e080000
023 3e0c0000
024 3e100000
025 3e140000
026 3e180000
027 3e1c0000
028 3e200000
029 3e240000
02a 3e280000
02b 3e2c0000
02c 3e300000
02d 3e340000
02e 3e380000
02f 3e3c0000
030 3e400000
031 3e440000
032 3e480000
033 3e4c0000
034 3e500000
035 3e540000
036 3e580000
037 3e5c0000
038 3e600000
039 3e640000
03a 3e680000
03b 3e6c0000
03c 3e700000
03d 3e740000
03e 3e780000
03f 3e7c0000
040 3e800000
041 3e820000
042 3e840000
043 3e860000
044 3e880000
045 3e8a0000
046 3e8c0000
047 3e8e0000
048 3e900000
049 3e920000
04a 3e940000
04b 3e960000
04c 3e980000
04d 3e9a0000
04e 3e9c0000
04f 3e9e0000
050 3ea00000
051 3ea20000
052 3ea40000
053 3ea60000
054 3ea80000
055 3eaa0000
056 3eac0000
057 3eae0000
058 3eb00000
059 3eb20000
05a 3eb40000
05b 3eb60000
05c 3eb80000
05d 3eba0000
05e 3ebc0000
05f 3ebe0000
060 3ec00000
061 3ec20000
062 3ec40000
063 3ec60000
064 3ec80000
065 3eca0000
066 3ecc0000
067 3ece0000
068 3ed00000
069 3ed20000
06a 3ed40000
06b 3ed60000
06c 3ed80000
06d 3eda0000
06e 3edc0000
06f 3ede0000
070 3ee00000
071 3ee20000
072 3ee40000
073 3ee60000
074 3ee80000
075 3eea0000
076 3eec0000
077 3eee0000
078 3ef00000
079 3ef20000
07a 3ef40000
07b 3ef60000
07c 3ef80000
07d 3efa0000
07e 3efc0000
07f 3efe0000
080 3f000000
081 3f020000
082 3f040000
083 3f060000
084 3f080000
085 3f0a0000
086 3f0c0000
087 3f0e0000
088 3f100000
089 3f120000
08a 3f140000
08b 3f160000
08c 3f180000
08d 3f1a0000
08e 3f1c0000
08f 3f1e0000
090 3f200000
091 3f220000
092 3f240000
093 3f260000
094 3f280000
095 3f2a0000
096 3f2c0000
097 3f2e0000
098 3f300000
099 3f320000
09a 3f340000
09b 3f360000
09c 3f380000
09d 3f3a0000
09e 3f3c0000
09f 3f3e0000
0a0 3f400000
0a1 3f420000
0a2 3f440000
0a3 3f460000
0a4 3f480000
0a5 3f4a0000
0a6 3f4c0000
0a7 3f4e0000
0a8 3f500000
0a9 3f520000
0aa 3f540000
0ab 3f560000
0ac 3f580000
0ad 3f5a0000
0ae 3f5c0000
0af 3f5e0000
0b0 3f600000
0b1 3f620000
0b2 3f640000
0b3 3f660000
0b4 3f680000
0b5 3f6a0000
0b6 3f6c0000
0b7 3f6e0000
0b8 3f700000
0b9 3f720000
0ba 3f740000
0bb 3f760000
0bc 3f780000
0bd 3f7a0000
0be 3f7c0000
0bf 3f7e0000
0c0 3f800000
0c1 3f820000
0c2 3f840000
0c3 3f860000
0c4 3f880000
0c5 3f8a0000
0c6 3f8c0000
0c7 3f8e0000
0c8 3f900000
0c9 3f920000
0ca 3f940000
0cb 3f960000
0cc 3f980000
0cd 3f9a0000
0ce 3f9c0000
0cf 3f9e0000
0d0 3fa00000
0d1 3fa20000
0d2 3fa40000
0d3 3fa60000
0d4 3fa80000
0d5 3faa0000
0d6 3fac0000
0d7 3fae0000
0d8 3fb00000
0d9 3fb20000
0da 3fb40000
0db 3fb60000
0dc 3fb80000
0dd 3fba0000
0de 3fbc0000
0df 3fbe0000
0e0 3fc00000
0e1 3fc20000
0e2 3fc40000
0e3 3fc60000
0e4 3fc80000
0e5 3fca0000
0e6 3fcc0000
0e7 3fce0000
0e8 3fd00000
0e9 3fd20000
0ea 3fd40000
0eb 3fd60000
0ec 3fd80000
0ed 3fda0000
0ee 3fdc0000
0ef 3fde0000
0f0 3fe00000
0f1 3fe20000
0f2 3fe40000
0f3 3fe60000
0f4 3fe80000
0f5 3fea0000
0f6 3fec0000
0f7 3fee0000
0f8 3ff00000
0f9 3ff20000
0fa 3ff40000
0fb 3ff60000
0fc 3ff80000
0fd 3ffa0000
0fe 3ffc0000
0ff 3ffe0000
100 40000000
101 40020000
102 40040000
103 40060000
104 40080000
105 400a0000
106 400c0000
107 400e0000
108 40100000
109 40120000
10a 40140000
10b 40160000
10c 40180000
10d 401a0000
10e 401c0000
10f 401e0000
110 40200000
111 40220000
112 40240000
113 40260000
114 40280000
115 402a0000
116 402c0000
117 402e0000
118 40300000
119 40320000
11a 40340000
11b 40360000
11c 40380000
11d 403a0000
